year,stint_x,tmID,GP_x,GS,minutes,points,fgAttempted,ftAttempted,fg_percentage,ft_percentage,three_percentage,true_shooting_percentage,rebounds_per_minute,steals_per_minute,blocks_per_minute,assists_per_minute,assist_turnover_ratio,effective_fg_percentage_player,free_throw_rate_player,height,weight,awardPointsPlayers,GP_y,won_x,lost_x,win_percentage,effective_fg_percentage,turnover_percentage,free_throw_factor,rebounding_factor,points_per_game,points_allowed_per_game,playoff,stint_y,awardPointsCoaches
6,2,HOU,10,3,221,33,28,10,0.35714285714285715,0.9,0.2857142857142857,0.5092592592592593,0.07692307692307693,0.027149321266968326,0.004524886877828055,0.12669683257918551,2.3333333333333335,0.42857142857142855,0.9,66.0,134,0.0,34,19,15,0.5588235294117647,0.4640625,0.16046213093709885,0.763768115942029,1.000591835274683,67.91176470588235,66.55882352941177,1,0,0.0
7,0,HOU,34,34,1018,250,200,36,0.42,0.8055555555555556,0.4274193548387097,0.5791326908821349,0.07367387033398821,0.0343811394891945,0.004911591355599214,0.13064833005893908,1.75,0.5525,0.8055555555555556,66.0,134,1.0,34,18,16,0.5294117647058824,0.48260247855100097,0.1910664614221286,0.7109144542772862,0.9872137480111769,73.73529411764706,72.02941176470588,1,0,0.0
7,0,HOU,34,34,1018,250,200,36,0.42,0.8055555555555556,0.4274193548387097,0.5791326908821349,0.07367387033398821,0.0343811394891945,0.004911591355599214,0.13064833005893908,1.75,0.5525,0.8055555555555556,66.0,134,20.0,34,18,16,0.5294117647058824,0.48260247855100097,0.1910664614221286,0.7109144542772862,0.9872137480111769,73.73529411764706,72.02941176470588,1,0,0.0
7,0,LAS,4,0,23,6,8,0,0.375,0.0,0.0,0.375,0.30434782608695654,0.043478260869565216,0.08695652173913043,0.08695652173913043,1.0,0.375,0.0,75.0,183,0.0,34,25,9,0.7352941176470589,0.4635535307517084,0.17517156316017374,0.743801652892562,1.0365147828651478,75.73529411764706,72.82352941176471,1,0,0.0
8,0,MIN,30,14,437,130,120,39,0.4583333333333333,0.5128205128205128,0.0,0.47389909594634005,0.2974828375286041,0.029748283752860413,0.02517162471395881,0.034324942791762014,0.5172413793103449,0.4583333333333333,0.5128205128205128,75.0,183,0.0,34,10,24,0.29411764705882354,0.4469214437367304,0.17462708867694302,0.787833827893175,1.0433578658038265,77.52941176470588,80.94117647058823,0,0,0.0
1,0,UTA,29,0,340,117,109,42,0.3577981651376147,0.8095238095238095,0.21739130434782608,0.45889551302165044,0.09705882352941177,0.03823529411764706,0.03235294117647059,0.08823529411764706,1.0344827586206897,0.38073394495412843,0.8095238095238095,73.0,153,0.0,32,18,14,0.5625,0.4757383966244726,0.19514994977758646,0.7708860759493671,1.0683431623456103,75.40625,75.21875,0,0,0.0
2,0,UTA,23,7,310,109,110,27,0.37272727272727274,0.8148148148148148,0.21739130434782608,0.4471611421069905,0.0967741935483871,0.025806451612903226,0.0032258064516129032,0.06774193548387097,1.4,0.39545454545454545,0.8148148148148148,73.0,153,0.0,32,19,13,0.59375,0.4597079502433748,0.18681318681318682,0.7511111111111111,1.0115015820109654,68.96875,68.5,1,2,0.0
2,0,UTA,23,7,310,109,110,27,0.37272727272727274,0.8148148148148148,0.21739130434782608,0.4471611421069905,0.0967741935483871,0.025806451612903226,0.0032258064516129032,0.06774193548387097,1.4,0.39545454545454545,0.8148148148148148,73.0,153,0.0,32,19,13,0.59375,0.4597079502433748,0.18681318681318682,0.7511111111111111,1.0115015820109654,68.96875,68.5,1,1,0.0
3,2,SEA,9,0,186,53,44,9,0.45454545454545453,0.8888888888888888,0.45454545454545453,0.5525437864887406,0.10215053763440861,0.03225806451612903,0.021505376344086023,0.06451612903225806,1.0909090909090908,0.5113636363636364,0.8888888888888888,73.0,153,0.0,32,17,15,0.53125,0.45431211498973306,0.17905943121415058,0.7697974217311234,1.026919880319149,68.375,65.71875,1,0,0.0
3,1,UTA,15,0,88,26,25,7,0.4,0.5714285714285714,0.25,0.46296296296296297,0.07954545454545454,0.10227272727272728,0.045454545454545456,0.07954545454545454,3.5,0.44,0.5714285714285714,73.0,153,0.0,32,20,12,0.625,0.4644165358451073,0.18613872683963542,0.7618483412322274,1.0161569822908592,75.5625,73.25,1,0,0.0
5,0,IND,12,0,117,20,23,6,0.2608695652173913,0.8333333333333334,0.3,0.39001560062402496,0.07692307692307693,0.05128205128205128,0.0,0.09401709401709402,1.2222222222222223,0.32608695652173914,0.8333333333333334,73.0,153,0.0,34,15,19,0.4411764705882353,0.43460964694181997,0.17658600392413343,0.7758620689655172,1.080323795124361,64.6470588235294,66.02941176470588,0,0,0.0
1,0,SAC,29,0,309,91,95,7,0.37894736842105264,0.2857142857142857,0.32075471698113206,0.4639070146818923,0.1262135922330097,0.03559870550161812,0.032362459546925564,0.045307443365695796,0.8235294117647058,0.46842105263157896,0.2857142857142857,72.0,173,0.0,32,21,11,0.65625,0.47516307074761666,0.16733649981731824,0.6907692307692308,1.0508685491132401,73.21875,68.0,1,0,0.0
2,0,SEA,26,17,393,102,94,20,0.3723404255319149,0.8,0.45714285714285713,0.4961089494163424,0.089058524173028,0.04071246819338423,0.022900763358778626,0.061068702290076333,1.0909090909090908,0.4574468085106383,0.8,72.0,173,0.0,32,10,22,0.3125,0.4135090609555189,0.1711240987199441,0.6848184818481848,0.9521537544008157,60.03125,64.0,0,0,0.0
1,0,PHO,15,1,170,57,54,15,0.4444444444444444,0.6,0.0,0.47029702970297027,0.2823529411764706,0.023529411764705882,0.052941176470588235,0.047058823529411764,0.36363636363636365,0.4444444444444444,0.6,80.0,187,0.0,32,20,12,0.625,0.48055555555555557,0.1702489046923614,0.7760968229954615,0.9517256091233006,70.09375,65.6875,1,0,0.0
2,0,PHO,32,31,815,334,282,78,0.5070921985815603,0.6153846153846154,0.0,0.5279463834092059,0.24662576687116564,0.05276073619631902,0.0785276073619632,0.05030674846625767,0.82,0.5070921985815603,0.6153846153846154,80.0,187,0.0,32,13,19,0.40625,0.4316261879619852,0.19428888023718965,0.7308347529812607,0.9590627408663481,64.5,67.78125,0,0,0.0
6,0,PHO,15,14,409,162,144,40,0.4722222222222222,0.65,0.0,0.5012376237623762,0.19559902200489,0.0488997555012225,0.09290953545232274,0.05623471882640587,1.0454545454545454,0.4722222222222222,0.65,80.0,187,0.0,34,16,18,0.47058823529411764,0.458876629889669,0.1835989658797125,0.7662337662337663,1.0196215779444087,69.44117647058823,69.23529411764706,0,0,0.0
5,0,DET,7,1,36,4,6,2,0.3333333333333333,0.0,0.0,0.29069767441860467,0.25,0.0,0.0,0.08333333333333333,1.5,0.3333333333333333,0.0,76.0,205,0.0,34,17,17,0.5,0.43156890796375774,0.17339985397907035,0.702020202020202,1.056269930162609,69.58823529411765,70.02941176470588,1,0,0.0
5,0,SAS,29,0,259,38,45,8,0.3333333333333333,0.875,1.0,0.39159109645507006,0.13513513513513514,0.023166023166023165,0.015444015444015444,0.019305019305019305,0.45454545454545453,0.34444444444444444,0.875,75.0,166,0.0,34,9,25,0.2647058823529412,0.43891752577319587,0.18795890551492678,0.7770700636942676,0.982321411356406,64.44117647058823,69.52941176470588,0,2,0.0
5,0,SAS,29,0,259,38,45,8,0.3333333333333333,0.875,1.0,0.39159109645507006,0.13513513513513514,0.023166023166023165,0.015444015444015444,0.019305019305019305,0.45454545454545453,0.34444444444444444,0.875,75.0,166,0.0,34,9,25,0.2647058823529412,0.43891752577319587,0.18795890551492678,0.7770700636942676,0.982321411356406,64.44117647058823,69.52941176470588,0,1,0.0
6,0,SEA,4,1,53,6,12,0,0.25,0.0,0.0,0.25,0.11320754716981132,0.03773584905660377,0.0,0.018867924528301886,0.25,0.25,0.0,75.0,166,0.0,34,20,14,0.5882352941176471,0.4728944820909971,0.17887351285393382,0.7906976744186046,1.0192180287323993,73.47058823529412,70.79411764705883,1,0,0.0
7,0,PHO,2,0,18,3,5,0,0.0,0.0,1.0,0.3,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,75.0,166,0.0,34,18,16,0.5294117647058824,0.4977403451109285,0.1391267123287671,0.7850877192982456,0.9415607987943853,87.05882352941177,84.67647058823529,0,0,0.0
2,0,POR,32,32,1023,478,385,149,0.4051948051948052,0.7785234899328859,0.43103448275862066,0.5304509943181818,0.07526881720430108,0.02346041055718475,0.002932551319648094,0.053763440860215055,0.8088235294117647,0.4701298701298701,0.7785234899328859,68.0,144,5.0,32,11,21,0.34375,0.4331041776837652,0.18795014058670514,0.7352941176470589,0.9520950113947397,65.25,68.8125,0,0,0.0
3,0,POR,21,3,382,125,135,30,0.31851851851851853,0.8,0.3409090909090909,0.421727395411606,0.04712041884816754,0.010471204188481676,0.0,0.05235602094240838,0.9523809523809523,0.37407407407407406,0.8,68.0,144,0.0,32,16,16,0.5,0.4574577139928242,0.18312433139189352,0.7269503546099291,0.9691110243394507,68.59375,69.59375,0,0,0.0
1,0,CHA,32,32,1123,565,463,134,0.46220302375809935,0.7388059701492538,0.3584905660377358,0.5412292129665108,0.12110418521816563,0.048975957257346395,0.020480854853072127,0.10774710596616206,1.4069767441860466,0.5032397408207343,0.7388059701492538,70.0,158,0.0,32,8,24,0.25,0.4611140304781923,0.18696661741202014,0.7469670710571924,0.9737532978397261,68.3125,75.90625,0,0,0.0
2,0,CHA,32,32,1006,450,370,79,0.4837837837837838,0.7974683544303798,0.4461538461538462,0.5558849688704418,0.13618290258449303,0.042743538767395624,0.018886679920477135,0.0874751491053678,1.2571428571428571,0.522972972972973,0.7974683544303798,70.0,158,0.0,32,18,14,0.5625,0.46207865168539325,0.19064319958814635,0.7765151515151515,1.0027905907272956,64.21875,62.78125,1,0,0.0
3,0,CHA,32,32,950,411,349,93,0.45558739255014324,0.6881720430107527,0.4142857142857143,0.5270311858842839,0.1863157894736842,0.03894736842105263,0.009473684210526316,0.09578947368421052,1.75,0.497134670487106,0.6881720430107527,70.0,158,0.0,32,18,14,0.5625,0.4891061452513967,0.1638738492681908,0.7390648567119156,1.0163673723422755,70.03125,66.65625,1,0,0.0
4,0,CHA,34,34,1000,377,321,79,0.45794392523364486,0.759493670886076,0.30666666666666664,0.5298515853384305,0.14,0.048,0.005,0.097,1.2933333333333332,0.4937694704049844,0.759493670886076,70.0,158,0.0,34,18,16,0.5294117647058824,0.46810207336523124,0.18842887473460723,0.7728813559322034,0.9748446204134247,65.20588235294117,64.55882352941177,1,0,0.0
5,0,CHA,34,34,777,203,191,44,0.41361256544502617,0.7727272727272727,0.2972972972972973,0.4825061798821068,0.15315315315315314,0.03474903474903475,0.009009009009009009,0.06306306306306306,1.1951219512195121,0.4424083769633508,0.7727272727272727,70.0,158,0.0,34,16,18,0.47058823529411764,0.47477064220183485,0.19294288246193508,0.7389830508474576,0.9156090203435971,61.529411764705884,63.76470588235294,0,0,0.0
6,0,DET,18,1,102,22,23,6,0.34782608695652173,0.6666666666666666,0.2,0.4290171606864274,0.11764705882352941,0.029411764705882353,0.0,0.12745098039215685,3.25,0.391304347826087,0.6666666666666666,70.0,158,0.0,34,16,18,0.47058823529411764,0.42184466019417477,0.1921549623766641,0.6576227390180879,1.1023758727384307,66.08823529411765,67.26470588235294,1,0,0.0
1,0,MIN,21,0,117,35,29,6,0.4482758620689655,0.6666666666666666,0.5,0.5530973451327433,0.11965811965811966,0.05128205128205128,0.0,0.05982905982905983,0.5,0.5344827586206896,0.6666666666666666,71.0,208,0.0,32,15,17,0.46875,0.4762424904423812,0.19200457411299296,0.7584459459459459,0.9469884604559526,68.53125,68.375,0,0,0.0
2,0,MIN,18,5,201,51,53,7,0.37735849056603776,0.7142857142857143,0.24,0.45470756062767476,0.13432835820895522,0.03980099502487562,0.01990049751243781,0.06965174129353234,0.7368421052631579,0.4339622641509434,0.7142857142857143,71.0,208,0.0,32,12,20,0.375,0.4193370165745856,0.19227268590151997,0.7689133425034388,0.987983274921429,64.90625,67.375,0,0,0.0
3,0,MIN,9,0,22,6,4,2,0.0,0.5,0.5,0.6147540983606558,0.2727272727272727,0.0,0.045454545454545456,0.045454545454545456,0.5,0.0,0.0,71.0,208,0.0,32,10,22,0.3125,0.4563380281690141,0.20677632196128712,0.6626297577854672,1.0182779952371828,62.59375,65.75,0,1,0.0
3,0,MIN,9,0,22,6,4,2,0.0,0.5,0.5,0.6147540983606558,0.2727272727272727,0.0,0.045454545454545456,0.045454545454545456,0.5,0.0,0.0,71.0,208,0.0,32,10,22,0.3125,0.4563380281690141,0.20677632196128712,0.6626297577854672,1.0182779952371828,62.59375,65.75,0,2,0.0
2,0,WAS,3,0,11,3,3,2,0.0,0.5,0.0,0.3865979381443299,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,74.0,165,0.0,32,10,22,0.3125,0.4164490861618799,0.18808705961029878,0.6607142857142857,1.0043498343385533,60.25,64.84375,0,0,0.0
1,0,IND,27,6,424,121,117,35,0.39316239316239315,0.7714285714285715,0.3333333333333333,0.4569486404833837,0.16745283018867924,0.03773584905660377,0.054245283018867926,0.10377358490566038,1.375,0.4017094017094017,0.7714285714285715,74.0,165,0.0,32,9,23,0.28125,0.485582154515778,0.19874460934022928,0.7521968365553603,0.9788459460919354,69.15625,71.5625,0,0,0.0
2,0,IND,27,26,707,246,207,57,0.4782608695652174,0.8421052631578947,0.0,0.529989658738366,0.1966053748231966,0.05233380480905234,0.026874115983026876,0.07355021216407355,1.0,0.4782608695652174,0.8421052631578947,74.0,165,0.0,32,10,22,0.3125,0.46130625686059273,0.19082486086496905,0.7986463620981388,0.9819067332278095,67.28125,70.28125,0,0,0.0
6,0,IND,34,20,686,186,178,27,0.4606741573033708,0.7037037037037037,0.5,0.48978302085527703,0.14723032069970846,0.04227405247813411,0.016034985422740525,0.04664723032069971,0.8888888888888888,0.4691011235955056,0.7037037037037037,74.0,165,0.0,34,21,13,0.6176470588235294,0.43871297242083757,0.17687629783447048,0.7596638655462185,1.0304602761656994,63.8235294117647,62.73529411764706,1,0,0.0
7,0,PHO,8,0,39,16,14,0,0.42857142857142855,0.0,0.4,0.5714285714285714,0.1282051282051282,0.02564102564102564,0.05128205128205128,0.05128205128205128,2.0,0.5714285714285714,0.0,75.0,166,0.0,34,18,16,0.5294117647058824,0.4977403451109285,0.1391267123287671,0.7850877192982456,0.9415607987943853,87.05882352941177,84.67647058823529,0,0,0.0
8,0,IND,12,0,69,28,31,2,0.3225806451612903,1.0,0.4,0.4391468005018821,0.13043478260869565,0.0,0.0,0.043478260869565216,1.5,0.41935483870967744,0.0,75.0,166,0.0,34,21,13,0.6176470588235294,0.4619289340101523,0.19455124393885342,0.7747163695299838,0.9877289775912035,72.94117647058823,69.70588235294117,1,0,0.0
9,0,ATL,21,0,160,39,34,12,0.35294117647058826,0.6666666666666666,0.3684210526315789,0.49643584521384926,0.08125,0.03125,0.01875,0.04375,2.3333333333333335,0.45588235294117646,0.6666666666666666,75.0,166,0.0,34,4,30,0.11764705882352941,0.44109831709477415,0.18706624605678235,0.7475862068965518,0.930019443098284,74.52941176470588,84.67647058823529,0,0,0.0
6,0,CON,11,0,43,10,9,5,0.3333333333333333,0.8,0.0,0.44642857142857145,0.23255813953488372,0.046511627906976744,0.0,0.06976744186046512,0.75,0.3333333333333333,0.0,74.0,167,0.0,34,26,8,0.7647058823529411,0.48444444444444446,0.16260630567107476,0.7441860465116279,0.9991095489162273,72.76470588235294,66.0,1,0,0.0
7,0,CON,33,3,359,83,74,27,0.43243243243243246,0.5925925925925926,0.2,0.48323241732650213,0.10027855153203342,0.008356545961002786,0.005571030640668524,0.052924791086350974,0.95,0.4527027027027027,0.5925925925925926,74.0,167,0.0,34,26,8,0.7647058823529411,0.4824007220216607,0.1698050875454245,0.8074074074074075,1.0185061728395062,78.91176470588235,71.08823529411765,1,0,10.0
4,0,SEA,17,0,118,30,32,4,0.40625,1.0,0.0,0.4443127962085308,0.0847457627118644,0.0423728813559322,0.0,0.00847457627118644,0.2,0.40625,0.0,73.0,168,0.0,34,18,16,0.5294117647058824,0.47579462102689485,0.16851000913215533,0.7795414462081128,1.0069935325929398,70.23529411764706,66.88235294117646,0,0,0.0
2,0,CHA,29,21,602,196,147,72,0.4897959183673469,0.7222222222222222,0.0,0.5484665323483322,0.21428571428571427,0.03488372093023256,0.06478405315614617,0.018272425249169437,0.275,0.4897959183673469,0.7222222222222222,76.0,199,0.0,32,18,14,0.5625,0.46207865168539325,0.19064319958814635,0.7765151515151515,1.0027905907272956,64.21875,62.78125,1,0,0.0
3,0,CHA,32,29,885,382,243,174,0.5308641975308642,0.7126436781609196,0.0,0.5976968331455752,0.21581920903954802,0.0327683615819209,0.04067796610169491,0.01694915254237288,0.30612244897959184,0.5308641975308642,0.7126436781609196,76.0,199,0.0,32,18,14,0.5625,0.4891061452513967,0.1638738492681908,0.7390648567119156,1.0163673723422755,70.03125,66.65625,1,0,0.0
4,0,CHA,34,33,864,286,233,131,0.4206008583690987,0.6870229007633588,0.0,0.49201761629507296,0.2326388888888889,0.02199074074074074,0.05787037037037037,0.017361111111111112,0.2542372881355932,0.4206008583690987,0.6870229007633588,76.0,199,0.0,34,18,16,0.5294117647058824,0.46810207336523124,0.18842887473460723,0.7728813559322034,0.9748446204134247,65.20588235294117,64.55882352941177,1,0,0.0
5,0,CHA,34,34,970,325,224,162,0.4732142857142857,0.6975308641975309,0.0,0.5503251151449472,0.2175257731958763,0.031958762886597936,0.0731958762886598,0.015463917525773196,0.2112676056338028,0.4732142857142857,0.6975308641975309,76.0,199,0.0,34,16,18,0.47058823529411764,0.47477064220183485,0.19294288246193508,0.7389830508474576,0.9156090203435971,61.529411764705884,63.76470588235294,0,0,0.0
6,0,CHA,34,33,887,318,218,141,0.5091743119266054,0.6808510638297872,0.0,0.5677760319954291,0.20180383314543404,0.033821871476888386,0.04171364148816235,0.015783540022547914,0.2028985507246377,0.5091743119266054,0.6808510638297872,76.0,199,0.0,34,6,28,0.17647058823529413,0.43073706220595925,0.19650622943112364,0.7163461538461539,0.9427663606364557,61.61764705882353,68.67647058823529,0,2,0.0
6,0,CHA,34,33,887,318,218,141,0.5091743119266054,0.6808510638297872,0.0,0.5677760319954291,0.20180383314543404,0.033821871476888386,0.04171364148816235,0.015783540022547914,0.2028985507246377,0.5091743119266054,0.6808510638297872,76.0,199,0.0,34,6,28,0.17647058823529413,0.43073706220595925,0.19650622943112364,0.7163461538461539,0.9427663606364557,61.61764705882353,68.67647058823529,0,1,0.0
7,0,CHA,30,30,800,335,242,155,0.48760330578512395,0.6387096774193548,0.0,0.5399742101869761,0.22,0.0325,0.06875,0.025,0.28169014084507044,0.48760330578512395,0.6387096774193548,76.0,199,0.0,34,11,23,0.3235294117647059,0.43709825528007346,0.1855275576299016,0.7104247104247104,0.9538829577111482,72.23529411764706,75.61764705882354,0,0,0.0
8,0,IND,34,33,860,409,307,155,0.48534201954397393,0.7161290322580646,0.0,0.545042643923241,0.21395348837209302,0.040697674418604654,0.05465116279069768,0.03488372093023256,0.35294117647058826,0.48534201954397393,0.7161290322580646,76.0,199,0.0,34,21,13,0.6176470588235294,0.4619289340101523,0.19455124393885342,0.7747163695299838,0.9877289775912035,72.94117647058823,69.70588235294117,1,0,0.0
9,0,IND,33,33,956,389,289,153,0.49480968858131485,0.673202614379085,0.0,0.5458576560395151,0.2175732217573222,0.02092050209205021,0.0596234309623431,0.01778242677824268,0.2463768115942029,0.49480968858131485,0.673202614379085,76.0,199,0.0,34,17,17,0.5,0.4538779256539697,0.19163740237957966,0.7545731707317073,0.9923948838309408,72.73529411764706,72.26470588235294,1,0,0.0
10,0,IND,27,25,680,266,204,102,0.46568627450980393,0.7450980392156863,0.0,0.5343940855030537,0.2323529411764706,0.022058823529411766,0.058823529411764705,0.033823529411764704,0.46938775510204084,0.46568627450980393,0.7450980392156863,76.0,199,0.0,34,22,12,0.6470588235294118,0.450497287522604,0.17289433583829333,0.82171581769437,0.9975361660541493,76.6470588235294,73.55882352941177,1,0,0.0
9,0,CON,25,6,231,41,47,10,0.2765957446808511,0.8,0.23333333333333334,0.39883268482490275,0.12554112554112554,0.06060606060606061,0.004329004329004329,0.11255411255411256,1.3,0.35106382978723405,0.8,67.0,144,0.0,34,21,13,0.6176470588235294,0.4704724409448819,0.15754807319029995,0.7455048409405256,1.012864049923004,79.11764705882354,74.73529411764706,1,0,10.0
10,0,PHO,33,0,388,93,88,18,0.375,0.8888888888888888,0.3333333333333333,0.4847789824854045,0.13659793814432988,0.03865979381443299,0.007731958762886598,0.13917525773195877,1.173913043478261,0.4375,0.8888888888888888,67.0,144,0.0,34,23,11,0.6764705882352942,0.5120211898940505,0.1522125617983001,0.8550531914893617,0.9301297889714821,92.82352941176471,89.1470588235294,1,0,0.0
1,0,HOU,31,31,1090,643,484,145,0.506198347107438,0.8206896551724138,0.37362637362637363,0.5868930266520629,0.17889908256880735,0.0798165137614679,0.030275229357798167,0.10917431192660551,1.451219512195122,0.5413223140495868,0.8206896551724138,72.0,145,7.0,32,27,5,0.84375,0.5158394931362197,0.16839140285346885,0.8217665615141956,1.0224785210443619,77.34375,64.5625,1,0,0.0
1,0,HOU,31,31,1090,643,484,145,0.506198347107438,0.8206896551724138,0.37362637362637363,0.5868930266520629,0.17889908256880735,0.0798165137614679,0.030275229357798167,0.10917431192660551,1.451219512195122,0.5413223140495868,0.8206896551724138,72.0,145,10.0,32,27,5,0.84375,0.5158394931362197,0.16839140285346885,0.8217665615141956,1.0224785210443619,77.34375,64.5625,1,0,0.0
3,0,HOU,32,32,1154,592,509,154,0.43418467583497056,0.8246753246753247,0.2875,0.5132117345169568,0.1369150779896014,0.07625649913344887,0.01993067590987868,0.0927209705372617,1.2298850574712643,0.4567779960707269,0.8246753246753247,72.0,145,7.0,32,24,8,0.75,0.45528683914510687,0.1827015740443302,0.7743589743589744,1.004850075955764,64.75,59.125,1,0,0.0
3,0,HOU,32,32,1154,592,509,154,0.43418467583497056,0.8246753246753247,0.2875,0.5132117345169568,0.1369150779896014,0.07625649913344887,0.01993067590987868,0.0927209705372617,1.2298850574712643,0.4567779960707269,0.8246753246753247,72.0,145,10.0,32,24,8,0.75,0.45528683914510687,0.1827015740443302,0.7743589743589744,1.004850075955764,64.75,59.125,1,0,0.0
4,0,HOU,31,30,1084,484,434,124,0.4032258064516129,0.8870967741935484,0.3037974683544304,0.4953332241689864,0.13191881918819187,0.07103321033210332,0.023985239852398525,0.11162361623616236,1.6575342465753424,0.4308755760368664,0.8870967741935484,72.0,145,7.0,34,20,14,0.5882352941176471,0.46216075156576203,0.17110266159695817,0.7883333333333333,0.9924979794815871,66.0,63.0,1,0,0.0
5,0,HOU,31,31,1070,459,429,90,0.4219114219114219,0.8555555555555555,0.3076923076923077,0.48975672215108834,0.14299065420560747,0.04392523364485981,0.014953271028037384,0.08504672897196262,1.5423728813559323,0.44522144522144524,0.8555555555555555,72.0,145,0.0,34,13,21,0.38235294117647056,0.4446456285566477,0.18008632236940023,0.7447154471544716,0.9853127183835564,64.02941176470588,65.02941176470588,0,0,0.0
6,0,HOU,33,33,1225,614,486,180,0.44650205761316875,0.85,0.36,0.5431705590941259,0.09714285714285714,0.053877551020408164,0.02122448979591837,0.11510204081632654,1.9583333333333333,0.4742798353909465,0.85,72.0,145,1.0,34,19,15,0.5588235294117647,0.4640625,0.16046213093709885,0.763768115942029,1.000591835274683,67.91176470588235,66.55882352941177,1,0,0.0
6,0,HOU,33,33,1225,614,486,180,0.44650205761316875,0.85,0.36,0.5431705590941259,0.09714285714285714,0.053877551020408164,0.02122448979591837,0.11510204081632654,1.9583333333333333,0.4742798353909465,0.85,72.0,145,10.0,34,19,15,0.5588235294117647,0.4640625,0.16046213093709885,0.763768115942029,1.000591835274683,67.91176470588235,66.55882352941177,1,0,0.0
7,0,HOU,31,31,1111,482,436,127,0.41284403669724773,0.7637795275590551,0.2777777777777778,0.48995690005692444,0.16471647164716471,0.0576057605760576,0.008100810081008101,0.1035103510351035,1.554054054054054,0.4415137614678899,0.7637795275590551,72.0,145,20.0,34,18,16,0.5294117647058824,0.48260247855100097,0.1910664614221286,0.7109144542772862,0.9872137480111769,73.73529411764706,72.02941176470588,1,0,0.0
8,0,HOU,3,3,106,23,25,4,0.36,1.0,0.14285714285714285,0.429745889387145,0.16037735849056603,0.04716981132075472,0.009433962264150943,0.10377358490566038,1.2222222222222223,0.38,0.0,72.0,145,0.0,34,13,21,0.38235294117647056,0.4550953932061424,0.2042436210167654,0.768377253814147,1.0339985545809927,73.82352941176471,77.29411764705883,0,0,0.0
9,0,SEA,29,25,706,205,192,59,0.390625,0.6949152542372882,0.2222222222222222,0.4702697742705083,0.17847025495750707,0.060906515580736544,0.012747875354107648,0.08498583569405099,1.935483870967742,0.4270833333333333,0.6949152542372882,72.0,145,0.0,34,22,12,0.6470588235294118,0.45951704545454547,0.17780361826982882,0.7582417582417582,1.0213959350874429,73.32352941176471,70.76470588235294,1,0,0.0
1,0,MIN,8,0,94,27,22,2,0.45454545454545453,0.5,0.5454545454545454,0.5900349650349651,0.13829787234042554,0.031914893617021274,0.0,0.05319148936170213,0.7142857142857143,0.5909090909090909,0.0,66.0,157,0.0,32,15,17,0.46875,0.4762424904423812,0.19200457411299296,0.7584459459459459,0.9469884604559526,68.53125,68.375,0,0,0.0
5,0,PHO,34,34,1130,578,503,129,0.415506958250497,0.7596899224806202,0.32978723404255317,0.5162926968700872,0.13185840707964602,0.03805309734513274,0.022123893805309734,0.1168141592920354,1.4666666666666666,0.47713717693836977,0.7596899224806202,72.0,172,5.0,34,17,17,0.5,0.4797086368366285,0.17515250347285136,0.7625418060200669,0.9492291683342672,67.6470588235294,65.73529411764706,0,0,0.0
6,0,PHO,33,33,1089,527,427,151,0.4098360655737705,0.8013245033112583,0.3128491620111732,0.5340061608300908,0.12672176308539945,0.03489439853076217,0.025711662075298437,0.13774104683195593,1.3392857142857142,0.47540983606557374,0.8013245033112583,72.0,172,0.0,34,16,18,0.47058823529411764,0.458876629889669,0.1835989658797125,0.7662337662337663,1.0196215779444087,69.44117647058823,69.23529411764706,0,0,0.0
7,0,PHO,34,34,1152,860,660,183,0.45151515151515154,0.7814207650273224,0.39672131147540984,0.5806730405660887,0.10590277777777778,0.036458333333333336,0.0234375,0.12065972222222222,1.759493670886076,0.5431818181818182,0.7814207650273224,72.0,172,10.0,34,18,16,0.5294117647058824,0.4977403451109285,0.1391267123287671,0.7850877192982456,0.9415607987943853,87.05882352941177,84.67647058823529,0,0,0.0
8,0,PHO,32,32,1025,613,468,127,0.44017094017094016,0.8346456692913385,0.3667953667953668,0.585057646789341,0.13170731707317074,0.04390243902439024,0.033170731707317075,0.13365853658536586,1.630952380952381,0.5416666666666666,0.8346456692913385,72.0,172,0.0,34,23,11,0.6764705882352942,0.4979330301777594,0.15015015015015015,0.8169761273209549,0.8903083995358386,88.97058823529412,85.41176470588235,1,0,0.0
9,0,PHO,34,34,1083,820,579,247,0.44559585492227977,0.8704453441295547,0.3603238866396761,0.5962075383899488,0.15881809787626963,0.04247460757156048,0.04247460757156048,0.11172668513388735,1.4578313253012047,0.5224525043177893,0.8704453441295547,72.0,172,0.0,34,16,18,0.47058823529411764,0.47645875251509057,0.14755048097232448,0.8305304010349288,0.9633151841025553,88.52941176470588,88.5,0,0,0.0
10,0,PHO,31,31,976,631,434,170,0.4608294930875576,0.8941176470588236,0.4072164948453608,0.6200864779874213,0.18237704918032788,0.036885245901639344,0.04405737704918033,0.11168032786885246,1.329268292682927,0.5518433179723502,0.8941176470588236,72.0,172,10.0,34,23,11,0.6764705882352942,0.5120211898940505,0.1522125617983001,0.8550531914893617,0.9301297889714821,92.82352941176471,89.1470588235294,1,0,0.0
